Message,sentiment
God will make you the head and not the tail. You will grow from shame to fame by His grace. All your mockers will become your workers  and you will move from insult to result.That’s God’s love to you🙏🏽,positive
Amen,positive
Oba ojukira sente ezo mukwano okuze 🧖🏿‍♀🧖🏼‍♂,positive
Tuleke Auntie D 🙈🙈🏃🏾‍♀🏃🏾‍♀,positive
What’s happening home?Tonny and Maama Olivia are awake at this time!It’s now 7pm here and I presume it’s 3am back home. What are you pple doing out of bed?,positive
Happy birthday Liam and Jane!!!! ❤,positive
Thank u sooo much much,positive
Oh...days when 5 Shs was worth something,positive
Happy happy birthday Jane,positive
Happy Happy Birthday Liam 😘🤗🤗,positive
Happy Birthday Jane 🤗🤗,positive
Happy birthday Liam. Irene pass on my loves and hugs🤗🤗🤗,positive
Happy birthday Jane. Be blessed more 🤗🤗,positive
Thank u so much Elccy and Josie love passed on,positive
happy birthday Jane,positive
Happy Birthday Jane🤸🏽‍♀,positive
HBD Liam and Jhane Bukey,positive
Happy 2nd Birthday  Liam 😘😘,positive
Happy Birthday Jhane 😘😘,positive
Thank u so much for the love Benjie,positive
Happy Birthday Liam and Zhane!,positive
ThNk u Joana,positive
Happy birthday Liam🤴🏽 and Jane👸🏽,positive
Thank you Fam for the good wishes. Am counting my blessings and they include you all.,positive
Happy birthday Jane,positive
Happy birthday Jane,positive
Happy Happy Birthday Liam🤗🤗,positive
Happy Birthday Jane 🤗🤗,positive
KANO KALANGO...Banange you guys... Don't forget me on all our kids sports days.... josie you heard!!!,positive
seeing you become the chief mummy substitute runner?,positive
True...,positive
Tony KT Jhane Irene😜 Beth,positive
Joanna,positive
Hahaha thank u soo much family for thenLove for my Li we love u right back,positive
"@256756939696 This year it's a concert at wonder world on Saturday 30th, this month of June, from 9am. Ample notice 🤗🤗🤗",positive
Well taken😅,positive
mine is 27th July at the Greenhill sports ground,positive
colour red colours,positive
Murder,negative
When did we join the police,positive
Atte Tina bambi don't reply,positive
🤣🤣🤣🤣🤣🤣🤣I rest my case on you!Cowards!,positive
Happy birthday baby Liam and Jhane,positive
Abalala u will be fine🏃🏾‍♂🏃🏾‍♂🏃🏾‍♂🏃🏾‍♂🏃🏾‍♂,positive
Api basde to Tom but he's off here... kindly pish him on his number.,positive
Happy birthday Tom,positive
"Someone asked Bill Gates, Is there any person richer than you?He said, yes, only one. Many years ago, I had been dismissed and I had gone to New York airport. I read titles of newspapers there. I liked one of them and I want to buy it. But I didn't have change (coin). So abandoned the idea, suddenly, a black boy called me and told me, “This newspaper for you.” I said, but I don’t have change. He said, “No problem, I give you free”.After 3 months, I went there. Coincidentally, that story happened again and that same boy gave me another free newspaper again. I said, I can’t accept it. But he said, “I give you from my profit.”After 19 years, I had been rich and I decided to find that boy. I found him after one and half month's search. I asked him, do you know me? He said, “Yes, you’re famous Bill Gates.”I said, you gave me free newspaper 2 times many years ago. Now, I want to compensate it. I am going to give you everything that you want. Black young man replied, “You can’t compensate it!”I said, why? He said, ""Because I gave you when I was poor. You want to give me when you are rich. So, how do you compensate?""Bill Gates said, I think that black young man is richer than me.You don't have to be rich or wait to be rich to give......*Real attitude of giving is when you lack*Keep the Spirit Alive",positive
"It plays the song that was Number One on the day you were born. And, if there is a video available with the artist, it will play it for you. This is really a fun site. Enjoy the show. click on below.http://playback.fm/birthday-song",positive
😂😂😂😂😂😂 what was yours?,positive
Endless love. ...diana Ross and lionel,positive
I know ...that's why am cool,positive
Some peeps.... cool but not young 🏃🏽🏃🏽🏃🏽🏃🏽🏃🏽🏃🏽,positive
Diana Ross🙆🏾‍♂,positive
😂😂😂😂😂😂 ouch,positive
🏳🏳🏳🏳🏳🏳🏳🏳🏳,positive
Hehehe. ...Michael watch out 👉,positive
U stop it👉,negative
🙏🏽🙏🏽,positive
And I just searched urs...I love rock n roll....now that's vere vere  way back when?,positive
Shhhhh honey! Shhh,positive
No,negative
Urs was even fake. Don't know it,positive
"Shhhhh!!!! There, there boo boo! Shh",positive
💪🏾,positive
Me I'm old even.the head shows it 👴🏻,positive
Hehehehe. ....,positive
Omunye🚶🏽‍♀🚶🏽‍♀🚶🏽‍♀😎,positive
👀👍,positive
Happy anniversary Jhane Pauline and Simon B. 12 and counting 👏🏾👏🏾👏🏾,positive
👏🏼👏🏼👏🏼👏🏼👆🏼,positive
Eh wow. Happy anniversary people.,positive
👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻,positive
Happy anniversary!!,positive
Happy anniversary!,positive
Happy Anniversary👏🏼,positive
Thank u all dearies.Nanite...May God bless & Protect🙏🏽,positive
Happy Anniversary,positive
😆😄 wow,positive
I don't even remember this day huh,positive
@256756939696,positive
You will allow!,positive
"*In the Name of the Father, and of the Son and of the Holy Spirit, Amen.**Dear Friends in Christ Jesus, Humbly Receive the Holy Gospel of Holy Monday, 25th June  2018, 12th Week in Ordinary Time**Hallelujah, Hallelujah, Hallelujah*The word of God is living and effective, able to discern reflections and thoughts of the heart*Hallelujah, Hallelujah,  Hallelujah.**May the Merciful Jesus Christ Bless Your New Week, Amen*",positive
So so lovelyBlessings my dears,positive
Aww,positive
That girl.in.blue.... ratchet I'm the making of.not already,positive
😳,positive
Lord have mercy,positive
"I've Got Some Things to SayBY ROMELU LUKAKUJUN 18 2018I remember the exact moment I knew we were broke. I can still picture my mum at the refrigerator and the look on her face.I was six years old, and I came home for lunch during our break at school. My mum had the same thing on the menu every single day: Bread and milk. When you’re a kid, you don’t even think about it. But I guess that’s what we could afford.Then this one day I came home, and I walked into the kitchen, and I saw my mum at the refrigerator with the box of milk, like normal. But this time she was mixing something in with it. She was shaking it all up, you know? I didn’t understand what was going on. Then she brought my lunch over to me, and she was smiling like everything was cool. But I realized right away what was going on.She was mixing water in with the milk. We didn’t have enough money to make it last the whole week. We were broke. Not just poor, but broke.My father had been a pro footballer, but he was at the end of his career and the money was all gone. The first thing to go was the cable TV. No more football. No more Match of the Day. No signal.Then I’d come home at night and the lights would be shut off. No electricity for two, three weeks at a time. Then I’d want to take a bath, and there would be no hot water. My mum would heat up a kettle on the stove, and I’d stand in the shower splashing the warm water on top of my head with a cup.There were even times when my mum had to “borrow” bread from the bakery down the street. The bakers knew me and my little brother, so they’d let her take a loaf of bread on Monday and pay them back on Friday.I knew we were struggling. But when she was mixing in water with the milk, I realized it was over, you know what I mean? This was our life.I didn’t say a word. I didn’t want her to stress. I just ate my lunch. But I swear to God, I made a promise to myself that day. It was like somebody snapped their fingers and woke me up. I knew exactly what I had to do, and what I was going to do.I couldn’t see my mother living like that. Nah, nah, nah. I couldn’t have that.People in football love to talk about mental strength. Well, I’m the strongest dude you’re ever going to meet. Because I remember sitting in the dark with my brother and my mom, saying our prayers, and thinking, believing, knowing … it’s going to happen.I kept my promise to myself for a while. But then some days I’d come home from school and find my mum crying. So I finally told her one day, “Mum, it’s gonna change. You’ll see. I’m going to play football for Anderlecht, and it’s going to happen soon. We’ll be good. You won’t have to worry anymore.”I was six.I asked my father, “When can you start playing professional football?”He said, “Sixteen.”I said, “O.K., sixteen then.”It was going to happen. Period.Let me tell you something — every game I ever played was a Final. When I played in the park, it was a Final. When I played during break in kindergarten, it was a Final. I’m dead-ass serious. I used to try to tear the cover off the ball every time I shot it. Full power. We weren’t hitting R1, bro. No finesse shot. I didn’t have the new FIFA. I didn’t have a Playstation. I wasn’t playing around. I was trying to kill you.When I started growing taller, some of the teachers and the parents would be stressing me. I’ll never forget the first time I heard one of the adults say, “Hey, how old are you? What year were you born?”I’m like, What? Are you serious?When I was 11 years old, I was playing for the Lièrse youth team, and one of the parents from the other team literally tried to stop me from going on the pitch. He was like, “How old is this kid? Where is his I.D.? Where is he from?”I thought, Where am I from? What? I was born in Antwerp. I’m from Belgium.My dad wasn’t there, because he didn’t have a car to drive to my away games. I was all alone, and I had to stand up for myself. I went and got my I.D. from my bag and showed it to all the parents, and they were passing it around inspecting it, and I remember the blood just rushing through me … and I thought, “Oh, I’m gonna kill your son even more now. I was already going to kill him, but now I’m gonna destroy him. You’re gonna drive the boy home crying now.”I wanted to be the best footballer in Belgian history. That was my goal. Not good. Not great. The best. I played with so much anger, because of a lot of things … because of the rats running around in our apartment … because I couldn’t watch the Champions League … because of how the other parents used to look at me.I was on a mission.When I was 12, I scored 76 goals in 34 games.I scored them all wearing my dad’s shoes. Once our feet got to be the same size, we used to share.One day I called up my grandfather — my mum’s dad. He was one of the most important people in my life. He was my connection back to Congo, where my mum and dad are from. So I was on the phone with him one day, and I said, “Yeah, I’m doing really well. I scored 76 goals, and we won the league. The big teams are noticing me.”And usually, he always wanted to hear about my football. But this time it was strange. He said, “Yeah, Rom. Yeah, that’s great. But can you do me a favor?”I said, “Yeah, what is it?”He said, “Can you look after my daughter, please?”I remember being so confused. Like, what’s Grandad on about?I said, “Mum? Yeah, we’re cool. We’re O.K.”He said, “No, promise me. Can you promise me? Just look after my daughter. Just look after her for me, O.K.?”I said, “Yeah, Granddad. I got it. I promise you.”Five days later he passed away. And then I understood what he really meant.It makes me so sad to think about, because I just wish that he could have lived another four years to see me play for Anderlecht. To see that I kept my promise, you know? To see that everything was going to be O.K.I told my mum that I would make it at 16.I was late by 11 days.May 24, 2009.The playoff final. Anderlecht vs. Standard Liège.That was the craziest day of my life. But we have to back up for a minute. Because at the start of the season, I was barely playing for the Anderlecht U-19s. The coach had me coming off the bench. I’m like, “How the hell am I going to sign a pro contract on my 16th birthday if I’m still on the bench for the U-19s?”So I made a bet with our coach.I told him, “I’ll guarantee you something. If you actually play me, I’m going to score 25 goals by December.”He laughed. He literally laughed at me.I said, “Let’s make a bet then.”He said, “O.K., but if you don’t score 25 by December, you’re going to the bench.”I said, “Fine, but if I win, you’re going to clean all the minivans that take the players home from training.”He said, “O.K., it’s a deal.”I said, “And one more thing. You have to make pancakes for us every day.”He said, “O.K., fine.”That was the dumbest bet that man ever made.I had 25 by November. We were eating pancakes before Christmas, bro.Let that be a lesson. You don’t play around with a boy who’s hungry!I signed my pro contract with Anderlecht on my birthday, May 13. Went straight out and bought the new FIFA and a cable package. It was already the end of the season, so I was at home chilling. But the Belgian league was crazy that year, because Anderlecht and Standard Liege had finished tied on points. So there was a two-leg playoff to decide the title.During the first leg, I’m at home watching on TV like a fan.Then the day before the second leg, I get a phone call from the coach of the reserves.“Hello?”“Hello, Rom. What are you doing?”“About to go play football in the park.”“No, no, no, no, no. Pack your bags. Right now.”“What? What did I do?”“No, no, no. You need to get to the stadium right now. The first team wants you now.”“Yo …. What?! Me?!”“Yeah, you. Come now.”I literally sprinted into my dad’s bedroom and was like, “Yo! Get your ass up right now! We gotta go, man!”He’s like, “Huh? What? Go where?”I’m like, “ANDERLECHT, MAN.”I’ll never forget, I showed up to the stadium, and I like pretty much ran into the dressing room and the kitman said, “O.K., kid, what number do you want?”And I said, “Give me number 10.”The kitman said, “O.K., kid, what number do you want?” And I said, “Give me number 10.”Hahahaha! I don’t know. I was too young to be scared I guess.He was like, “Academy players have to take 30 and above.”I said, “O.K., well, three plus six equals nine, and that’s a cool number, so give me 36.”That night at the hotel, the senior players made me sing a song for them at dinner. I can’t even remember what I picked. My head was spinning.The next morning, my friend literally knocked on the door of my house to see if I wanted to play football and my mum was like, “He’s out playing.”My friend said, “Playing where?”She said, “The final.”We got off the bus at the stadium, and every single player walked in wearing a cool suit. Except me. I came off the bus wearing a terrible tracksuit, and all the TV cameras were right in my face. The walk to the locker room was like 300 meters. Maybe a three-minute walk. As soon as I put my foot in the locker room, my phone starts blowing up. Everybody had seen me on TV. I had 25 messages in three minutes. My friends were going crazy.“Bro?! WHY ARE YOU AT THE GAME?!”“Rom, what is happening? WHY ARE YOU ON TV?”The only person I texted back was my best friend. I said, “Bro, I don’t know if I’m gonna play. I don’t know what’s going on. But just keep watching the TV.”In the 63rd minute, the manager subbed me on.I ran out onto the field for Anderlecht at 16 years and 11 days old.We lost the final that day, but I was already in heaven. I made good on my promise to my mother and to my grandad. That was the moment I knew we were gonna be O.K.The next season, I was still finishing up my last year of high school and playing in the Europa League at the same time. I used to have to take a big bag to school so I could catch a flight in the afternoon. We won the league by a mile, and I finished second for African Player of the Year. It was just … crazy.I actually expected all that to happen, but maybe not so fast. All of sudden, the media was building me up, and putting all these expectations on me. Especially with the national team. For whatever reason, I just wasn’t playing well for Belgium. It wasn’t working out.But, yo — come on. I was 17! 18! 19!When things were going well, I was reading newspapers articles and they were calling me Romelu Lukaku, the Belgian striker.When things weren’t going well, they were calling me Romelu Lukaku, the Belgian striker of Congolese descent.If you don’t like the way I play, that’s fine. But I was born here. I grew up in Antwerp, and Liège and Brussels. I dreamed of playing for Anderlecht. I dreamed of being Vincent Kompany. I’ll start a sentence in French and finish it in Dutch, and I’ll throw in some Spanish or Portuguese or Lingala, depending on what neighborhood we’re in.I’m Belgian.We’re all Belgian. That’s what makes this country cool, right?I don’t know why some people in my own country want to see me fail. I really don’t. When I went to Chelsea and I wasn’t playing, I heard them laughing at me. When I got loaned out to West Brom, I heard them laughing at me.But it’s cool. Those people weren’t with me when we were pouring water in our cereal. If you weren’t with me when I had nothing, then you can’t really understand me.You know what’s funny? I missed 10 years of Champions League football when I was a kid. We never could afford it. I would come into school and all the kids would be talking about the final, and I’d have no idea what happened. I remember back in 2002, when Madrid played Leverkusen, everybody was like, “The volley! Oh my God, the volley!”I had to pretend like I knew what they were talking about.Two weeks later, we were sitting in computer class, and one of my friends downloaded the video off the Internet, and I finally saw Zidane smash it into the top corner with his left.That summer, I went over to his house so I could watch Ronaldo Fenomeno in the World Cup Final. Everything else from that tournament is just a story I heard from the kids at school.Ha! I remember I had holes in my shoes in 2002. Big holes.Twelve years later, I was playing in the World Cup.Now I’m about to play in another World Cup, and you know what? I’m going to remember to have fun this time. Life is too short for the stress and the drama. People can say whatever they want about our team, and about me.Man, listen — when we were kids, we couldn’t even afford to watch Thierry Henry on Match of the Day! Now I’m learning from him every day with the national team. I’m standing with the legend, in the flesh, and he’s telling me all about how to run into space like he used to do. Thierry might be the only guy in the world who watches more football than me. We debate everything. We’re sitting around and having debates about German second division football.I’m like, “Thierry, have you seen the Fortuna Düsseldorf setup, though?”He’s like, “Don’t be silly. Yes, of course.”That’s the coolest thing in the world, to me.I just really, really wish my grandad was around to witness this.I’m not talking about the Premier League.Not Manchester United.Not the Champions League.Not the World Cups.That’s not what I mean. I just wish he was around to see the life we have now. I wish I could have one more phone call with him, and I could let him know …“See? I told you. Your daughter is OK. No more rats in the apartment. No more sleeping on the floor. No more stress. We’re good now. We’re good …… They don’t have to check the I.D. any more. They know our name.”Romelu LukakuBELGIUM",positive
How true is this👆🏾,positive
But the Letter is fake,positive
yes it is but the charge is for real,positive
200shs per user per day,positive
"in office we do wireless and out of office is VPN, Done!",positive
😅,positive
So like are we moving to another service like Telegram or Viber🤷🏾‍♂?,positive
Im sure they know about those as well and swill be included in the charges,positive
So text messages?,positive
Yep,positive
Or pay monthly taxes and carry on with the social media services,positive
looking hot and lovely,positive
Beautiful Tina,positive
nice!,positive
Thanks Joana,positive
The glory's God's. Thank you,positive
Thank you Anna,positive
Good morning fab people!,positive
💋💋💋💋sweet Sis.. slay away 🤣🤣🤣,positive
😘😘,positive
Ekigambo... slaying eekyo...,positive
"😂😂😂mbu on a bus ride. Naye abalenzi kika, baloga naye tebatta 👇🏾",positive
"Beautiful letter written by a father to his son and daughter 👌Below is a letter from a renowned Hong Kong TV broadcaster and Child Psychologist to his daughter. The words are actually applicable to all of us; young and old.This applies to all sons & daughters too.Parents can use this in their teachings to their children.Dear all,I am writing this to you because of 3 reasons1.Life, fortune and mishaps are unpredictable, nobody knows how long he lives.2. I am your father, and if I don't tell you these, no one else will.3. Whatever written is my own personal bitter experiences that perhaps could save you a lot of unnecessary heartaches.Remember the following as you go through life1. Do not bear grudge towards those who are not good to you. No one has the responsibility of treating you well, except your mother and I. To those who are good to you, you have to treasure it and be thankful, and ALSO you have to be cautious, because everyone has a motive for every move. When a person is good to you, it does not mean he really will be good to you. You have to be careful, don't hastily regard him as a real friend.2. No one is indispensable, nothing is in the world that you must possess. Once you understand this idea, it would be easier for you to go through life when people around you don't want you anymore, or when you lose what you wanted the most.3. Life is short.When you waste your life today, tomorrow you would find that life is leaving you. The earlier you treasure your life, the better you enjoy life.4. Love is nothing but a transient feeling, and this feeling would fade with time and with one's mood. If your so called loved one leaves you, be patient, time will wash away your aches and sadness. Don't over exaggerate the beauty and sweetness of love, and don't over exaggerate the sadness of falling out of love.5.A lot of successful people did not receive a good education, that does not mean that you can be successful by not studying hard! Whatever knowledge you gain is your weapon in life. One can go from rags to riches, but one has to start from some rags!6.I do not expect you to financially support me when I am old, neither  would I financially support your whole life. My responsibility as a supporter ends when you are grown up. After that, you decide whether you want to travel in a public transport or in your limousine, whether rich or poor.7. You honour your words, but don't expect others to be so. You can be good to people, but don't expect people to be good to you. If you don't understand this, you would end up with unnecessary troubles.8. I have bought lotteries for umpteen years, but could never strike any prize. That shows if you want to be rich, you have to work hard! There is no free lunch!9. No matter how much time I have with you, let's treasure the time we have together. We do not know if we would meet again in our next life.",positive
"*_To all of you who were born in July ,August, sept,Oct Nov nd DEC happy birthday in advance nze siyina bibiri bya kwoonoona😏😏😏😏😏😏😏😏😏😏......and quick recovery to those hu will get sick😁😁😁😁🤓🤓🤓🤓🤓🤓🤓....in fact Merry Xmas and a Hapi New Year 2019😝🤭😀😀😀😀_*",positive
Totukooya,positive
🤣🤣🤣🤣🤣Nze mbamazze,positive
Kati Nsasudde omusolo gwange!,positive
ok. Happy Birthday Tina,positive
admin akafananyi mboko,positive
Hello lovelies I'm fine thanks and here to stay kwegamba just mbakebera ko regarding this.,positive
Thanks for reminder. Actioning.,positive
Happy birthday to Goddy who aint on here anyway. But still happy birthday wishes to him.,positive
Happy birthday Goddy,positive
Happy birthday Goddy! 😘😘,positive
Happy birthday Goddy ...,positive
Happy Birthday Goddy,positive
🎂Happy birthday GODDY🎂,positive
Happy Birthday Goddy,positive
Happy birthday Goddy,positive
have a good one  Kili sauce,positive
Our baby performing...,positive
Inbox me for video,positive
Thanks Mummy Tina for showing up for our babies,positive
Very nice. It's a nostalgic moment,positive
👋🏾👋🏾,positive
∅ _You cannot view this message because you haven't yet paid your daily social media tax_,positive
Ba yuda!,positive
"It's Only 2days to the UMA Annual fair. The 2018 fair will offer free treatment , consultation, testing, health education and Wellness.Hepetatis B, HIV/AIDS, Sugar diabates, Pressure  BMI, Eye, Cancer testing is free. Only  hepetitis B vaccine  & eye lences will be given at highly subsidized cost.There will also be exhibition of Health,Safety &Nutrition products.The fair and Medical camp will run from 4th -7th July 2018. Please share this info to benefit others.Details 0752354125",positive
That's healthy and costly,positive
🤔🤔,positive
WONDERS SHALL NEVER END!!!!!!!!!!!!I am sending you one VIDEO clip....just watch and choose ONE number and keep the number you have just chosen in  your MIND....and in few seconds the NUMBER you chose & kept in your mind will disappear from the  SCREEN....do not ask me !!!,positive
"MOBILE MONEY TAX IS 0.5%, NOT 1% PRESIDENT MUSEVENI""Mobile money transfer is a useful service. Since the informal sector is never taxed and I am always against those direct taxes on those sectors, is it too much for mobile money senders and receivers to also make a modest contribution to the development of their country? The 1% was a miscommunication. The actual figure was 0.5%. That is what we should debate on the mobile money,"" says President Museveni.READ FULL STATEMENT HERE >> https://goo.gl/XjTmau",positive
banange Pauline you just make my heart skip a bit...say swear!,positive
Walayi,positive
💃🏽💃🏽💃🏽💃🏽💃🏽,positive
wuhuuuuuuuu,positive
😍 *See this now* xxxv.xxexi.com,positive
"The list of drugs against malaria removed from the market in the European Union.The underlisted  drugs have been proven to be dangerous and are the origin of kidney failure that kills spontaneously.Listed are designation, form unit and laboratory manufacturer of these drugs.1. Alaxin 60mg tablet (dihydroartémisinine) B / 8 gvs labs2. Alaxin oral suspension (dihydroartémisinine) FL / 80ml gvs labs3. Amodiaquine 200mg compressed B / 1000 cipla4. Amodiaquine 200mg compressed B / 1000 mannesh5. Arinate 100mg tablet (artésunate) B / 6 dafra Pharma6. Arinate 50 mg tablet (artésunate) B / 6 dafra Pharma7. Arsumax 50 mg tablet (artésunate) B / 12 Sanofi - Aventis8. Artemax 60 mg tablet (dihydroartémisinine) B / 8 g.a Pharmaceuticals9. Artémédine 40 mg capsule (artemether) B / 12 kunmung10. Artémédine 50 mg tablet (artemether) B / 12 kunmung11. Artenam 50 mg tablet (artemether) B / 14 qualifar12. Artenam 60 mg tablet (artemether) B / 8 qualifar13. Artésiane 300 mg child powder oral suspension (artemether) FL / 38g dafra Pharma14. Artésunate 100mg compressed B / 120 dafra Pharma15. Artésunate 50 mg tablet B / 120 dafra Pharma16. Artexin 60 mg tablet (dihydroartémisinine) B / 8 bdh industries17. Camoquin 200mg tablet (amodiaquine) B / 9 Pfizer18. Camoquin 200mg tablet (amodiaquine) B / 25 blisters / 3 Pfizer19. Camoquin 200mg tablet (amodiaquine) B / 55 blisters / 9 Pfizer20. Camoquin 200mg tablet (amodiquine) B / 24 Pfizer21. Camoquin 600 mg tablet (amodiaquine) B / 3 Pfizer22. Camoquin oral suspension 50mg / 5ml (amodiaquine) FL / 60ml Pfizer23. Cotecxin oral suspension (dihydroartémisinine) FL / 80ml cotec24. Cotecxin 60 mg tablet (dihydroartémisinine) B / 8 cotec25. Daraprim tablet (pyriméthamine) B / 30 GlaxoSmithKline26. Falcinil 50mg tablet (artésunate) B / 12 cipla27. Flavoquine oral suspension 50mg / 5ml (amodiaquine) FL / 90ml Sanofi-Aventis28. Flavoquine 200mg tablet (amodiaquine) B / 16 Sanofi-Aventis29. Flavoquine 200mg tablet (amodiaquine) B / 240 Sanofi-Aventis30. Gunate strong tablet (artésunate) B / 6 gvs labs31. Tvitter powder oral suspension (artemether) FL / 100ml gvs labs32. Halfan 250mg tablet (halofantrine) B / 6 GlaxoSmithKline33. Halfan 250mg tablet (halofantrine) B / 120 GlaxoSmithKline34. Halfan oral suspension 5mg / 5ml (halofantrine) FL / 45ml GlaxoSmithKline35. Malartin 200mg tablet (artésunate) B / 6 Tri-health36. Malartin 50 mg tablet (artésunate) B / 12 Tri-health37. mmh-malarex 450 mg capsule (peschiara fuchsiaefolia) B / 20 ropack38. Paludrine 100mg tablet (proguanil) B / 56 Astra Zeneca39. Plasmotrim 200mg tablet (artésunate) B / 25 blisters / 6 mepha40. Plasmotrim 200mg tablet (artésunate) B / 6 mepha41. Plasmotrim 50 mg lactab (artésunate) B / 12 mepha42. Plasmotrim 50 mg lactab (artésunate) B / 25 blisters / 6 mepha.You can save your life and that of others by not stocking any drug that contains any of these substances:PlasmotrinArtequinCo-arinateArcoArtedarArteconDialquin.Please share. You never know who you might help.",positive
U look beautiful Livia,positive
Congratulations Livia! ❤,positive
woooooowwwww,positive
Oh Livia😍😍 you look like Royalty,positive
😍😍,positive
Congratulations Livia. Am very very proud of you.,positive
Livvy  nice 😍😍.,positive
Looking great shaking hands. What was the occasion?,positive
She had attended a mentorship course and this was the class graduation ceremony,positive
good job Livy👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻.. so proud👩🏽‍🎓,positive
Thanks Thomas and good for her,positive
I loved yesterday,positive
my personal highlight was Bobi wine being protected by the masses peku changing clothes and returning for a session at parliament.  He's been soooo 👌🏽🤜🏼🤜🏼🤛🏾🤛🏾,positive
kati see even he continues,positive
he’s bad ass Jo,negative
"If you know any friend in the biological sciences looking to do a PhD in the US, you can share this opportunity with themThis PhD is free tuition and provides a $30,000 stipend to those admittedhttp://www.biomed.emory.edu/admissions/apply.html",positive
Happy happy birthday Olivia!!😘😘😘,positive
Happy birthday Olivia! 😍😘😘😘😍😍❤❤💋,positive
Thank you so much!!!😊,positive
ewooooo,positive
Happy Birthday Olivia sweetie,positive
Happy birthday Olivia. Wish you many more joyful ones.,positive
"Bambi, thank you my dears!!",positive
Happy birthday Olivia,positive
"Thank you, Ben!",positive
🎂Happy birthday Olivia🎂,positive
happy birthday Liv,positive
Happy birthday Olivia,positive
Happy birthday Olivia,positive
Happy happy birthday Olivia,positive
Happy Birthday Olivia,positive
Happy Birthday Olivia🙂,positive
Thank you Thank you!! I greatly appreciate the birthday wishes!!,positive
Happy birthday Olivia... 🥃🥃🥃,positive
"Soul of Christ, sanctify me;Body of Christ, save me;Blood of Christ, inebriate me;Water from the side of Christ, wash me;Passion of Christ, strengthen me;O good Jesus hear me;Within your wounds hide me;separated from you, let me never be;From the evil one protect me;At the hour of my death, call me;And close to you bid me; That with your saints,I may be praising you forever and ever.Amen.",positive
"Distraught woman donates kidney to her boss, gets firedhttp://cdn-af.op-mobile.opera.com/news/detail/76c6a81340d0e13dc9bb26af251088e2_ug?features=171&client=mini&uid=75f4d5114540024172d9a03e3edec3b38379c68c&like_list=like-laugh&like_count=127&share=1&sharesource=whats_app&shareuid=dfec09c347ce19e259b253c677c474b489c264cf",positive
ehh haha kwegamba black women aint cool for them,positive
Ummmm we could post the khardashians with their men,positive
haha... go on..,positive
Once the cup was in their hands at the Elysee Palace they sent all the blacks behind.,positive
🙆🏿‍♂🙆🏿‍♂🤭🤭🤭😏!!!!,positive
Fakeness just.,positive
And those blacks don't gerit?,positive
It’s all about preference,positive
Very true atte preference is cool if such outcomes are understood and they are happy with them.,positive
N'olusi back benching is cool. Mbu,positive
